peso
0,1188
0,1202
0,134
0,134
0,1399
0,1402
0,1409
0,1421
0,1462
0,1463
0,147
0,1496
0,1561
0,1573
0,159
0,1596
0,1606
0,1629
0,1642
0,1644
0,1663
0,1666
0,1677
0,1683
0,1696
0,1701
0,1708
0,1722
0,1732
0,1733
0,1736
0,174
0,1746
0,1766
0,1769
0,1773
0,1793
0,1795
0,1795
0,1799
0,181
0,1814
0,1817
0,1823
0,1826
0,1828
0,1848
0,186
0,1865
0,1869
0,1874
0,1875
0,1902
0,1904
0,191
0,1911
0,1917
0,193
0,1935
0,195
0,1965
0,1965
0,1968
0,197
0,1971
0,198
0,1985
0,1987
0,1988
0,1995
0,1996
0,1996
0,2008
0,2012
0,2025
0,2045
0,2048
0,2051
0,2054
0,2055
0,2058
0,206
0,208
0,2087
0,2089
0,2091
0,2096
0,2097
0,2098
0,2126
0,2126
0,2137
0,2143
0,2146
0,2153
0,2173
0,2184
0,2186
0,22
0,2215
0,2237
0,2254
0,2262
0,2266
0,2285
0,2296
0,2309
0,2311
0,2326
0,2327
0,2335
0,2344
0,2365
0,2369
0,238
0,2382
0,2423
0,2455
0,2456
0,2458
0,2459
0,2465
0,2482
0,2504
0,2505
0,2507
0,2535
0,2585
0,2593
0,2595
0,262
0,2657
0,266
0,2666
0,2673
0,2674
0,279
0,2833
0,3043
0,3141
